location,date,new_deaths_density
Austria,2020-07-20,0.0
Austria,2020-07-21,0.04646840148698885
Austria,2020-07-22,0.02788104089219331
Austria,2020-07-23,0.0
Austria,2020-07-24,0.00929368029739777
Austria,2020-07-25,0.01858736059479554
Austria,2020-07-26,0.0
Austria,2020-07-27,0.01858736059479554
Austria,2020-07-28,0.0
Austria,2020-07-29,0.02788104089219331
Austria,2020-07-30,0.0
Austria,2020-07-31,0.00929368029739777
Austria,2020-08-01,0.03717472118959108
Austria,2020-08-02,0.03717472118959108
Austria,2020-08-03,0.02788104089219331
Austria,2020-08-04,0.01858736059479554
Austria,2020-08-05,0.01858736059479554
Austria,2020-08-06,0.0
Austria,2020-08-07,0.00929368029739777
Austria,2020-08-08,0.01858736059479554
Austria,2020-08-09,0.03717472118959108
Austria,2020-08-10,0.01858736059479554
Austria,2020-08-11,0.00929368029739777
Austria,2020-08-12,0.0
Austria,2020-08-13,0.01858736059479554
Austria,2020-08-14,0.01858736059479554
Austria,2020-08-15,0.02788104089219331
Austria,2020-08-16,0.00929368029739777
Austria,2020-08-17,0.00929368029739777
Austria,2020-08-18,0.00929368029739777
Austria,2020-08-19,0.00929368029739777
Austria,2020-08-20,0.01858736059479554
Austria,2020-08-21,0.01858736059479554
Austria,2020-08-22,0.01858736059479554
Austria,2020-08-23,0.02788104089219331
Austria,2020-08-24,0.01858736059479554
Austria,2020-08-25,0.01858736059479554
Austria,2020-08-26,0.04646840148698885
Austria,2020-08-27,0.0
Austria,2020-08-28,0.0
Austria,2020-08-29,0.0
Austria,2020-08-30,0.00929368029739777
Austria,2020-08-31,0.0
Austria,2020-09-01,0.0
Austria,2020-09-02,0.02788104089219331
Austria,2020-09-03,0.01858736059479554
Austria,2020-09-04,0.01858736059479554
Austria,2020-09-05,0.00929368029739777
Austria,2020-09-06,0.04646840148698885
Austria,2020-09-07,0.00929368029739777
Austria,2020-09-08,0.01858736059479554
Austria,2020-09-09,0.0
Austria,2020-09-10,0.00929368029739777
Austria,2020-09-11,0.00929368029739777
Austria,2020-09-12,0.03717472118959108
Austria,2020-09-13,0.03717472118959108
Austria,2020-09-14,0.03717472118959108
Austria,2020-09-15,0.00929368029739777
Austria,2020-09-16,0.00929368029739777
Austria,2020-09-17,0.00929368029739777
Austria,2020-09-18,0.04646840148698885
Austria,2020-09-19,0.04646840148698885
Austria,2020-09-20,0.03717472118959108
Austria,2020-09-21,0.02788104089219331
Austria,2020-09-22,0.04646840148698885
Austria,2020-09-23,0.03717472118959108
Austria,2020-09-24,0.02788104089219331
Austria,2020-09-25,0.04646840148698885
Austria,2020-09-26,0.05576208178438662
Austria,2020-09-27,0.04646840148698885
Austria,2020-09-28,0.04646840148698885
Austria,2020-09-29,0.05576208178438662
Austria,2020-09-30,0.01858736059479554
Austria,2020-10-01,0.05576208178438662
Austria,2020-10-02,0.02788104089219331
Austria,2020-10-03,0.07434944237918216
Austria,2020-10-04,0.05576208178438662
Austria,2020-10-05,0.04646840148698885
Austria,2020-10-06,0.0929368029739777
Austria,2020-10-07,0.0929368029739777
Austria,2020-10-08,0.10223048327137547
Austria,2020-10-09,0.07434944237918216
Austria,2020-10-10,0.10223048327137547
Austria,2020-10-11,0.08364312267657993
Austria,2020-10-12,0.07434944237918216
Austria,2020-10-13,0.13011152416356878
Austria,2020-10-14,0.0929368029739777
Austria,2020-10-15,0.06505576208178439
Austria,2020-10-16,0.07434944237918216
Austria,2020-10-17,0.06505576208178439
Austria,2020-10-18,0.0929368029739777
Austria,2020-10-19,0.14869888475836432
Austria,2020-10-20,0.08364312267657993
Austria,2020-10-21,0.13940520446096655
Austria,2020-10-22,0.120817843866171
Austria,2020-10-23,0.1858736059479554
Austria,2020-10-24,0.17657992565055763
Austria,2020-10-25,0.1858736059479554
Austria,2020-10-26,0.14869888475836432
Austria,2020-10-27,0.21375464684014872
Austria,2020-10-28,0.241635687732342
Austria,2020-10-29,0.2881040892193309
Austria,2020-10-30,0.3252788104089219
Austria,2020-10-31,0.3996282527881041
Austria,2020-11-01,0.38104089219330856
Austria,2020-11-02,0.483271375464684
Austria,2020-11-03,0.30669144981412644
Austria,2020-11-04,0.38104089219330856
Austria,2020-11-05,0.5204460966542751
Austria,2020-11-06,0.604089219330855
Austria,2020-11-07,0.5669144981412639
Austria,2020-11-08,0.42750929368029744
Austria,2020-11-09,0.6970260223048328
Austria,2020-11-10,0.5111524163568774
Austria,2020-11-11,0.7434944237918216
Austria,2020-11-12,0.6691449814126395
Austria,2020-11-13,0.845724907063197
Austria,2020-11-14,0.9200743494423792
Austria,2020-11-15,0.9200743494423792
Austria,2020-11-16,0.892193308550186
Austria,2020-11-17,0.7899628252788105
Austria,2020-11-18,0.966542750929368
Austria,2020-11-19,0.9758364312267659
Austria,2020-11-20,0.8828996282527881
Austria,2020-11-21,1.0873605947955391
Austria,2020-11-22,1.1802973977695168
Austria,2020-11-23,1.096654275092937
Austria,2020-11-24,0.966542750929368
Austria,2020-11-25,1.1338289962825279
Austria,2020-11-26,0.9758364312267659
Austria,2020-11-27,1.1431226765799256
Austria,2020-11-28,1.1152416356877324
Austria,2020-11-29,1.20817843866171
Austria,2020-11-30,1.2639405204460967
Austria,2020-12-01,1.1245353159851301
Austria,2020-12-02,1.254646840148699
Austria,2020-12-03,1.338289962825279
Austria,2020-12-04,1.2825278810408922
Austria,2020-12-05,1.3475836431226766
Austria,2020-12-06,1.29182156133829
Austria,2020-12-07,1.1431226765799256
Austria,2020-12-08,0.9851301115241636
Austria,2020-12-09,1.2267657992565058
Austria,2020-12-10,1.0873605947955391
Austria,2020-12-11,1.2360594795539035
Austria,2020-12-12,1.1338289962825279
Austria,2020-12-13,1.29182156133829
Austria,2020-12-14,0.9758364312267659
Austria,2020-12-15,0.966542750929368
Austria,2020-12-16,1.096654275092937
Austria,2020-12-17,0.9014869888475837
Austria,2020-12-18,0.9758364312267659
Austria,2020-12-19,1.0037174721189592
Austria,2020-12-20,0.892193308550186
Austria,2020-12-21,0.892193308550186
Austria,2020-12-22,0.845724907063197
Austria,2020-12-23,0.8271375464684015
Austria,2020-12-24,1.0594795539033457
Austria,2020-12-25,0.9200743494423792
Austria,2020-12-26,0.7992565055762082
Austria,2020-12-27,0.6505576208178439
Austria,2020-12-28,0.8736059479553904
Austria,2020-12-29,0.5947955390334573
Austria,2020-12-30,0.8271375464684015
Austria,2020-12-31,0.7713754646840149
Austria,2021-01-01,0.724907063197026
Austria,2021-01-02,0.6784386617100372
Austria,2021-01-03,0.6412639405204461
Austria,2021-01-04,0.6412639405204461
Austria,2021-01-05,0.5297397769516728
Austria,2021-01-06,0.6970260223048328
Austria,2021-01-07,0.5669144981412639
Austria,2021-01-08,0.6412639405204461
Austria,2021-01-09,0.6691449814126395
Austria,2021-01-10,0.483271375464684
Austria,2021-01-11,0.446096654275093
Austria,2021-01-12,0.5576208178438662
Austria,2021-01-13,0.6412639405204461
Austria,2021-01-14,0.6691449814126395
Austria,2021-01-15,0.5947955390334573
Austria,2021-01-16,0.5669144981412639
Austria,2021-01-17,0.5855018587360595
Austria,2021-01-18,0.6505576208178439
Austria,2021-01-19,0.483271375464684
Austria,2021-01-20,0.604089219330855
Austria,2021-01-21,0.5297397769516728
Austria,2021-01-22,0.41821561338289964
Austria,2021-01-23,0.5947955390334573
Austria,2021-01-24,0.483271375464684
Austria,2021-01-25,0.6598513011152417
Austria,2021-01-26,0.483271375464684
Austria,2021-01-27,0.483271375464684
Austria,2021-01-28,0.5390334572490707
Austria,2021-01-29,0.4739776951672863
Austria,2021-01-30,0.4646840148698885
Austria,2021-01-31,0.5204460966542751
Austria,2021-02-01,0.41821561338289964
Austria,2021-02-02,0.5390334572490707
Austria,2021-02-03,0.4739776951672863
Austria,2021-02-04,0.5483271375464684
Austria,2021-02-05,0.3345724907063197
Austria,2021-02-06,0.35315985130111527
Austria,2021-02-07,0.3345724907063197
Austria,2021-02-08,0.362453531598513
Austria,2021-02-09,0.3717472118959108
Austria,2021-02-10,0.34386617100371747
Austria,2021-02-11,0.3717472118959108
Austria,2021-02-12,0.3996282527881041
Austria,2021-02-13,0.34386617100371747
Austria,2021-02-14,0.3159851301115242
Austria,2021-02-15,0.3252788104089219
Austria,2021-02-16,0.2881040892193309
Austria,2021-02-17,0.3159851301115242
Austria,2021-02-18,0.26022304832713755
Austria,2021-02-19,0.35315985130111527
Austria,2021-02-20,0.2788104089219331
Austria,2021-02-21,0.21375464684014872
Austria,2021-02-22,0.3159851301115242
Austria,2021-02-23,0.29739776951672864
Austria,2021-02-24,0.3345724907063197
Austria,2021-02-25,0.3345724907063197
Austria,2021-02-26,0.3345724907063197
Austria,2021-02-27,0.26022304832713755
Austria,2021-02-28,0.23234200743494424
Austria,2021-03-01,0.29739776951672864
Austria,2021-03-02,0.29739776951672864
Austria,2021-03-03,0.21375464684014872
Austria,2021-03-04,0.2788104089219331
Austria,2021-03-05,0.2509293680297398
Austria,2021-03-06,0.2230483271375465
Austria,2021-03-07,0.2788104089219331
Austria,2021-03-08,0.3159851301115242
Austria,2021-03-09,0.21375464684014872
Austria,2021-03-10,0.2230483271375465
Austria,2021-03-11,0.29739776951672864
Austria,2021-03-12,0.2788104089219331
Austria,2021-03-13,0.3252788104089219
Austria,2021-03-14,0.29739776951672864
Austria,2021-03-15,0.30669144981412644
Austria,2021-03-16,0.2788104089219331
Austria,2021-03-17,0.3252788104089219
Austria,2021-03-18,0.30669144981412644
Austria,2021-03-19,0.3717472118959108
Austria,2021-03-20,0.2788104089219331
Austria,2021-03-21,0.3996282527881041
Austria,2021-03-22,0.2788104089219331
Austria,2021-03-23,0.3345724907063197
Austria,2021-03-24,0.362453531598513
Austria,2021-03-25,0.20446096654275095
Austria,2021-03-26,0.26022304832713755
Austria,2021-03-27,0.34386617100371747
Austria,2021-03-28,0.26022304832713755
Austria,2021-03-29,0.26951672862453535
Austria,2021-03-30,0.3159851301115242
Austria,2021-03-31,0.34386617100371747
Austria,2021-04-01,0.30669144981412644
Austria,2021-04-02,0.35315985130111527
Austria,2021-04-03,0.3345724907063197
Austria,2021-04-04,0.39033457249070636
Austria,2021-04-05,0.35315985130111527
Austria,2021-04-06,0.4368029739776952
Austria,2021-04-07,0.29739776951672864
Austria,2021-04-08,0.23234200743494424
Austria,2021-04-09,0.4646840148698885
Austria,2021-04-10,0.3345724907063197
Austria,2021-04-11,0.3345724907063197
Austria,2021-04-12,0.3159851301115242
Austria,2021-04-13,0.362453531598513
Austria,2021-04-14,0.3252788104089219
Austria,2021-04-15,0.30669144981412644
Austria,2021-04-16,0.3717472118959108
Austria,2021-04-17,0.30669144981412644
Austria,2021-04-18,0.3159851301115242
Austria,2021-04-19,0.362453531598513
Austria,2021-04-20,0.26022304832713755
Austria,2021-04-21,0.2788104089219331
Austria,2021-04-22,0.42750929368029744
Austria,2021-04-23,0.23234200743494424
Austria,2021-04-24,0.3159851301115242
Austria,2021-04-25,0.16728624535315986
Austria,2021-04-26,0.26022304832713755
Austria,2021-04-27,0.17657992565055763
Austria,2021-04-28,0.26951672862453535
Austria,2021-04-29,0.2230483271375465
Austria,2021-04-30,0.2881040892193309
Austria,2021-05-01,0.2509293680297398
Austria,2021-05-02,0.16728624535315986
Austria,2021-05-03,0.2881040892193309
Austria,2021-05-04,0.2881040892193309
Austria,2021-05-05,0.2230483271375465
Austria,2021-05-06,0.2509293680297398
Austria,2021-05-07,0.1858736059479554
Austria,2021-05-08,0.21375464684014872
Austria,2021-05-09,0.21375464684014872
Austria,2021-05-10,0.14869888475836432
Austria,2021-05-11,0.23234200743494424
Austria,2021-05-12,0.14869888475836432
Austria,2021-05-13,0.120817843866171
Austria,2021-05-14,0.241635687732342
Austria,2021-05-15,0.10223048327137547
Austria,2021-05-16,0.11152416356877325
Austria,2021-05-17,0.13940520446096655
Austria,2021-05-18,0.11152416356877325
Austria,2021-05-19,0.11152416356877325
Austria,2021-05-20,0.13940520446096655
Austria,2021-05-21,0.02788104089219331
Austria,2021-05-22,0.07434944237918216
Austria,2021-05-23,0.13011152416356878
Austria,2021-05-24,0.08364312267657993
Austria,2021-05-25,0.11152416356877325
Austria,2021-05-26,0.06505576208178439
Austria,2021-05-27,0.0929368029739777
Austria,2021-05-28,0.120817843866171
Austria,2021-05-29,0.10223048327137547
Austria,2021-05-30,0.120817843866171
Austria,2021-05-31,0.08364312267657993
Austria,2021-06-01,0.08364312267657993
Austria,2021-06-02,0.06505576208178439
Austria,2021-06-03,0.10223048327137547
Austria,2021-06-04,0.0929368029739777
Austria,2021-06-05,0.04646840148698885
Austria,2021-06-06,0.04646840148698885
Austria,2021-06-07,0.04646840148698885
Austria,2021-06-08,0.05576208178438662
Austria,2021-06-09,0.04646840148698885
Austria,2021-06-10,0.03717472118959108
Austria,2021-06-11,0.05576208178438662
Austria,2021-06-12,0.03717472118959108
Austria,2021-06-13,0.07434944237918216
Austria,2021-06-14,0.04646840148698885
Austria,2021-06-15,0.03717472118959108
Austria,2021-06-16,0.03717472118959108
Austria,2021-06-17,0.03717472118959108
Austria,2021-06-18,0.02788104089219331
Austria,2021-06-19,0.02788104089219331
Austria,2021-06-20,0.06505576208178439
Austria,2021-06-21,0.05576208178438662
Austria,2021-06-22,0.05576208178438662
Austria,2021-06-23,0.04646840148698885
Austria,2021-06-24,0.00929368029739777
Austria,2021-06-25,0.05576208178438662
Austria,2021-06-26,0.02788104089219331
Austria,2021-06-27,0.0
Austria,2021-06-28,0.02788104089219331
Austria,2021-06-29,0.00929368029739777
Austria,2021-06-30,0.01858736059479554
Austria,2021-07-01,0.04646840148698885
Austria,2021-07-02,0.02788104089219331
Austria,2021-07-03,0.00929368029739777
Austria,2021-07-04,0.05576208178438662
Austria,2021-07-05,0.03717472118959108
Austria,2021-07-06,0.01858736059479554
Austria,2021-07-07,0.0
Austria,2021-07-08,0.02788104089219331
Austria,2021-07-09,0.01858736059479554
Austria,2021-07-10,0.01858736059479554
Belgium,2020-07-20,0.013252054068380599
Belgium,2020-07-21,0.0
Belgium,2020-07-22,0.007951232441028359
Belgium,2020-07-23,0.010601643254704479
Belgium,2020-07-24,0.013252054068380599
Belgium,2020-07-25,0.010601643254704479
Belgium,2020-07-26,0.0
Belgium,2020-07-27,0.0026504108136761197
Belgium,2020-07-28,0.029154518950437316
Belgium,2020-07-29,0.007951232441028359
Belgium,2020-07-30,0.010601643254704479
Belgium,2020-07-31,0.0026504108136761197
Belgium,2020-08-01,0.010601643254704479
Belgium,2020-08-02,0.0
Belgium,2020-08-03,0.013252054068380599
Belgium,2020-08-04,0.005300821627352239
Belgium,2020-08-05,0.01855287569573284
Belgium,2020-08-06,0.005300821627352239
Belgium,2020-08-07,0.013252054068380599
Belgium,2020-08-08,0.010601643254704479
Belgium,2020-08-09,0.005300821627352239
Belgium,2020-08-10,0.01855287569573284
Belgium,2020-08-11,0.015902464882056717
Belgium,2020-08-12,0.0397561622051418
Belgium,2020-08-13,0.042406573018817915
Belgium,2020-08-14,0.021203286509408958
Belgium,2020-08-15,0.029154518950437316
Belgium,2020-08-16,0.010601643254704479
Belgium,2020-08-17,0.013252054068380599
Belgium,2020-08-18,0.0397561622051418
Belgium,2020-08-19,0.026504108136761198
Belgium,2020-08-20,0.01855287569573284
Belgium,2020-08-21,0.023853697323085076
Belgium,2020-08-22,0.007951232441028359
Belgium,2020-08-23,0.010601643254704479
Belgium,2020-08-24,0.010601643254704479
Belgium,2020-08-25,0.0
Belgium,2020-08-27,0.013252054068380599
Belgium,2020-08-28,0.005300821627352239
Belgium,2020-08-29,0.013252054068380599
Belgium,2020-08-30,0.007951232441028359
Belgium,2020-08-31,0.0026504108136761197
Belgium,2020-09-01,0.005300821627352239
Belgium,2020-09-02,0.0026504108136761197
Belgium,2020-09-03,0.0026504108136761197
Belgium,2020-09-04,0.005300821627352239
Belgium,2020-09-05,0.013252054068380599
Belgium,2020-09-06,0.0026504108136761197
Belgium,2020-09-07,0.005300821627352239
Belgium,2020-09-08,0.007951232441028359
Belgium,2020-09-09,0.013252054068380599
Belgium,2020-09-10,0.0
Belgium,2020-09-11,0.005300821627352239
Belgium,2020-09-12,0.010601643254704479
Belgium,2020-09-13,0.005300821627352239
Belgium,2020-09-14,0.005300821627352239
Belgium,2020-09-15,0.007951232441028359
Belgium,2020-09-16,0.013252054068380599
Belgium,2020-09-17,0.0026504108136761197
Belgium,2020-09-18,0.0026504108136761197
Belgium,2020-09-19,0.01855287569573284
Belgium,2020-09-20,0.010601643254704479
Belgium,2020-09-21,0.005300821627352239
Belgium,2020-09-22,0.013252054068380599
Belgium,2020-09-23,0.010601643254704479
Belgium,2020-09-24,0.015902464882056717
Belgium,2020-09-25,0.010601643254704479
Belgium,2020-09-26,0.013252054068380599
Belgium,2020-09-27,0.015902464882056717
Belgium,2020-09-28,0.01855287569573284
Belgium,2020-09-29,0.03710575139146568
Belgium,2020-09-30,0.0397561622051418
Belgium,2020-10-01,0.01855287569573284
Belgium,2020-10-02,0.03710575139146568
Belgium,2020-10-03,0.01855287569573284
Belgium,2020-10-04,0.053008216273522396
Belgium,2020-10-05,0.03710575139146568
Belgium,2020-10-06,0.03710575139146568
Belgium,2020-10-07,0.042406573018817915
Belgium,2020-10-08,0.04770739464617015
Belgium,2020-10-09,0.06626027034190299
Belgium,2020-10-10,0.06360985952822687
Belgium,2020-10-11,0.042406573018817915
Belgium,2020-10-12,0.053008216273522396
Belgium,2020-10-13,0.08746355685131195
Belgium,2020-10-14,0.09011396766498807
Belgium,2020-10-15,0.12987012987012986
Belgium,2020-10-16,0.08481314603763583
Belgium,2020-10-17,0.08746355685131195
Belgium,2020-10-18,0.055658627087198514
Belgium,2020-10-19,0.0795123244102836
Belgium,2020-10-20,0.1219188974291015
Belgium,2020-10-21,0.13252054068380598
Belgium,2020-10-22,0.12987012987012986
Belgium,2020-10-23,0.18552875695732837
Belgium,2020-10-24,0.20938245428041347
Belgium,2020-10-25,0.19347998939835673
Belgium,2020-10-26,0.23588656241717465
Belgium,2020-10-27,0.3684071031009806
Belgium,2020-10-28,0.3498542274052478
Belgium,2020-10-29,0.3657566922873045
Belgium,2020-10-30,0.3816591571693612
Belgium,2020-10-31,0.4585210707659687
Belgium,2020-11-01,0.29684601113172543
Belgium,2020-11-02,0.3206997084548105
Belgium,2020-11-03,0.7103100980652001
Belgium,2020-11-04,0.5433342168036045
Belgium,2020-11-05,0.5009276437847866
Belgium,2020-11-06,0.4982772329711105
Belgium,2020-11-07,0.5274317519215478
Belgium,2020-11-08,0.3922608004240657
Belgium,2020-11-09,0.4267161410018553
Belgium,2020-11-10,0.9143917307182613
Belgium,2020-11-11,0.5221309302941955
Belgium,2020-11-12,0.3525046382189239
Belgium,2020-11-13,0.5698383249403658
Belgium,2020-11-14,0.5221309302941955
Belgium,2020-11-15,0.31274847601378214
Belgium,2020-11-16,0.5168301086668433
Belgium,2020-11-17,0.5910416114497747
Belgium,2020-11-18,0.49297641134375825
Belgium,2020-11-19,0.45322024913861647
Belgium,2020-11-20,0.4134640869334747
Belgium,2020-11-21,0.45056983832494035
Belgium,2020-11-22,0.2544394381129075
Belgium,2020-11-23,0.3631062814736284
Belgium,2020-11-24,0.4850251789027299
Belgium,2020-11-25,0.3684071031009806
Belgium,2020-11-26,0.376358335542009
Belgium,2020-11-27,0.3180492976411344
Belgium,2020-11-28,0.3233501192684866
Belgium,2020-11-29,0.2279353299761463
Belgium,2020-11-30,0.2597402597402597
Belgium,2020-12-01,0.37370792472833286
Belgium,2020-12-02,0.33130135170951497
Belgium,2020-12-03,0.3233501192684866
Belgium,2020-12-04,0.2888947786906971
Belgium,2020-12-05,0.29684601113172543
Belgium,2020-12-06,0.1749271137026239
Belgium,2020-12-07,0.1749271137026239
Belgium,2020-12-08,0.3206997084548105
Belgium,2020-12-09,0.2544394381129075
Belgium,2020-12-10,0.23588656241717465
Belgium,2020-12-11,0.0
Belgium,2020-12-12,0.26504108136761195
Belgium,2020-12-13,0.42141531937450305
Belgium,2020-12-14,0.2729923138086403
Belgium,2020-12-15,0.32865094089583885
Belgium,2020-12-16,0.26504108136761195
Belgium,2020-12-17,0.24648820567187912
Belgium,2020-12-18,0.22263450834879406
Belgium,2020-12-19,0.23853697323085077
Belgium,2020-12-20,0.2146832759077657
Belgium,2020-12-21,0.1881791677710045
Belgium,2020-12-22,0.32865094089583885
Belgium,2020-12-23,0.31274847601378214
Belgium,2020-12-24,0.26239067055393583
Belgium,2020-12-25,0.1351709514974821
Belgium,2020-12-26,0.18287834614365225
Belgium,2020-12-27,0.11131725417439703
Belgium,2020-12-28,0.09011396766498807
Belgium,2020-12-29,0.3366021733368672
Belgium,2020-12-30,0.21203286509408958
Belgium,2020-12-31,0.2305857407898224
Belgium,2021-01-01,0.14047177312483433
Belgium,2021-01-02,0.16697588126159554
Belgium,2021-01-03,0.15107341637953883
Belgium,2021-01-04,0.12987012987012986
Belgium,2021-01-05,0.20408163265306123
Belgium,2021-01-06,0.14842300556586271
Belgium,2021-01-07,0.14047177312483433
Belgium,2021-01-08,0.14842300556586271
Belgium,2021-01-09,0.1219188974291015
Belgium,2021-01-10,0.10601643254704479
Belgium,2021-01-11,0.11661807580174927
Belgium,2021-01-12,0.1908295785846806
Belgium,2021-01-13,0.14842300556586271
Belgium,2021-01-14,0.11661807580174927
Belgium,2021-01-15,0.15372382719321495
Belgium,2021-01-16,0.11661807580174927
Belgium,2021-01-17,0.10336602173336867
Belgium,2021-01-18,0.09806520010601642
Belgium,2021-01-19,0.21733368672144182
Belgium,2021-01-20,0.04770739464617015
Belgium,2021-01-21,0.12721971905645374
Belgium,2021-01-22,0.1457725947521866
Belgium,2021-01-23,0.1351709514974821
Belgium,2021-01-24,0.14047177312483433
Belgium,2021-01-25,0.09276437847866419
Belgium,2021-01-26,0.17227670288894778
Belgium,2021-01-27,0.14312218393851048
Belgium,2021-01-28,0.12987012987012986
Belgium,2021-01-29,0.0954147892923403
Belgium,2021-01-30,0.12721971905645374
Belgium,2021-01-31,0.0689106811555791
Belgium,2021-02-01,0.08481314603763583
Belgium,2021-02-02,0.12987012987012986
Belgium,2021-02-03,0.11396766498807315
Belgium,2021-02-04,0.11661807580174927
Belgium,2021-02-05,0.09276437847866419
Belgium,2021-02-06,0.15107341637953883
Belgium,2021-02-07,0.09806520010601642
Belgium,2021-02-08,0.09011396766498807
Belgium,2021-02-09,0.12987012987012986
Belgium,2021-02-10,0.10601643254704479
Belgium,2021-02-11,0.10336602173336867
Belgium,2021-02-12,0.12721971905645374
Belgium,2021-02-13,0.09276437847866419
Belgium,2021-02-14,0.07421150278293136
Belgium,2021-02-15,0.10601643254704479
Belgium,2021-02-16,0.12721971905645374
Belgium,2021-02-17,0.11396766498807315
Belgium,2021-02-18,0.07421150278293136
Belgium,2021-02-19,0.10071561091969256
Belgium,2021-02-20,0.07421150278293136
Belgium,2021-02-21,0.042406573018817915
Belgium,2021-02-22,0.053008216273522396
Belgium,2021-02-23,0.08746355685131195
Belgium,2021-02-24,0.08481314603763583
Belgium,2021-02-25,0.04770739464617015
Belgium,2021-02-26,0.07421150278293136
Belgium,2021-02-27,0.04770739464617015
Belgium,2021-02-28,0.06626027034190299
Belgium,2021-03-01,0.07686191359660748
Belgium,2021-03-02,0.09276437847866419
Belgium,2021-03-03,0.07421150278293136
Belgium,2021-03-04,0.07156109196925524
Belgium,2021-03-05,0.05035780545984628
Belgium,2021-03-06,0.06626027034190299
Belgium,2021-03-07,0.055658627087198514
Belgium,2021-03-08,0.08216273522395971
Belgium,2021-03-09,0.09276437847866419
Belgium,2021-03-10,0.053008216273522396
Belgium,2021-03-11,0.06095944871455075
Belgium,2021-03-12,0.07156109196925524
Belgium,2021-03-13,0.06360985952822687
Belgium,2021-03-14,0.053008216273522396
Belgium,2021-03-15,0.2756427246223164
Belgium,2021-03-16,0.07156109196925524
Belgium,2021-03-17,0.07421150278293136
Belgium,2021-03-18,0.06360985952822687
Belgium,2021-03-19,0.0689106811555791
Belgium,2021-03-20,0.0
Belgium,2021-03-21,0.15107341637953883
Belgium,2021-03-22,0.055658627087198514
Belgium,2021-03-23,0.09276437847866419
Belgium,2021-03-24,0.06095944871455075
Belgium,2021-03-25,0.0795123244102836
Belgium,2021-03-26,0.0954147892923403
Belgium,2021-03-27,0.04770739464617015
Belgium,2021-03-28,0.07156109196925524
Belgium,2021-03-29,0.06360985952822687
Belgium,2021-03-30,0.11926848661542538
Belgium,2021-03-31,0.13252054068380598
Belgium,2021-04-01,0.07686191359660748
Belgium,2021-04-02,0.10071561091969256
Belgium,2021-04-03,0.12456930824277762
Belgium,2021-04-04,0.10336602173336867
Belgium,2021-04-05,0.08746355685131195
Belgium,2021-04-06,0.11926848661542538
Belgium,2021-04-07,0.14312218393851048
Belgium,2021-04-08,0.12456930824277762
